source,utm_source,utm_medium,utm_campaign,utm_term,utm_content,pageviews,device,country,region,city,program_interest,years_experience,current_role,salary_range,intent_text,avg_response_time_minutes,typical_objection,contacted_y,meeting_y,enrolled_y,lost_reason,lead_score,propensity_contact,propensity_meeting,propensity_enroll,expected_gmv_inr,expected_ltv_inr,cost_per_lead_inr,roi_expected,priority_bucket,time_to_first_touch_target_minutes
paid_search,paid_search,referral,cyber_jumpstart,python+course,text,6,mobile,IN,MH,Mumbai,Full-Stack Development,1,working_professional,NA,Looking to switch career in 3–6 months,21,fees_high,1,1,1,,73,0.959,0.914,0.669,128468,168826,2395,53.64,B,39
affiliate,affiliate,cpc,python_fundamentals,machine+learning+bootcamp,video,5,mobile,US,TX,Dallas,Data Science,3,working_professional,NA,Want a job-ready course with placement support,64,fees_high,1,0,0,budget,56,0.857,0.505,0.125,10199,13167,987,10.33,B,60
direct,direct,referral,python_fundamentals,python+course,v2,6,desktop,US,TX,Dallas,Data Analytics,5,working_professional,<3L,Already coding; want advanced projects,25,need_more_info,1,1,0,research_only,64,0.909,0.783,0.387,23920,30193,70,341.71,B,18
paid_search,paid_search,organic,ds_bootcamp_q3,python+course,video,5,mobile,UK,ENG,London,Full-Stack Development,3,student,15L+,Already coding; want advanced projects,45,compare_options,1,1,0,competitor,71,0.98,0.908,0.613,43983,57719,1916,22.96,B,36
influencer,influencer,cpc,cloud_devops_kickoff,data+science+course,text,4,desktop,IN,TN,Chennai,Cloud & DevOps,3,student,<3L,Prefer weekend classes; working full-time,60,authenticity,1,1,0,competitor,52,0.787,0.413,0.111,11557,12929,1030,11.22,C,169
email,email,cpc,cyber_jumpstart,python+course,video,5,mobile,SG,SG,Singapore,Cloud & DevOps,8,working_professional,15L+,Prefer weekend classes; working full-time,116,not_interested,1,0,0,research_only,44,0.634,0.199,0.041,4951,6553,274,18.07,C,197
organic_search,organic_search,organic,ds_bootcamp_q3,full+stack+developer,v2,8,desktop,IN,KA,Mysuru,Data Science,3,working_professional,10–15L,New to field; need beginner-friendly curriculum,15,compare_options,1,1,1,,69,0.967,0.825,0.544,94494,121979,64,1476.47,B,58
referral,referral,cpc,fsd_career_switch,cybersecurity+program,video,3,mobile,IN,WB,Kolkata,Python,5,working_professional,3–6L,Looking to switch career in 3–6 months,28,fees_high,1,0,0,budget,56,0.87,0.503,0.143,5178,6066,160,32.36,B,28
direct,direct,email,python_fundamentals,python+course,carousel,4,mobile,US,CA,San Francisco,Full-Stack Development,4,student,NA,Want a job-ready course with placement support,7,need_more_info,1,0,0,research_only,53,0.803,0.442,0.112,9751,11243,36,270.86,C,227
direct,direct,email,cloud_devops_kickoff,devops+training,text,3,desktop,IN,TN,Coimbatore,Machine Learning,9,working_professional,6–10L,Want a job-ready course with placement support,20,schedule_conflict,0,0,0,no_response,50,0.777,0.342,0.088,10956,12372,81,135.26,C,221
organic_search,organic_search,cpc,data_analytics_fasttrack,cybersecurity+program,longform,6,desktop,SG,SG,Singapore,Full-Stack Development,4,student,6–10L,Interested if EMI available and recorded sessions,16,compare_options,1,0,0,competitor,65,0.947,0.8,0.385,46709,61464,129,362.09,B,19
paid_search,paid_search,email,fsd_career_switch,data+analytics+certificate,text,9,desktop,IN,MH,Pune,Data Analytics,3,student,NA,Interested if EMI available and recorded sessions,31,fees_high,1,1,1,,74,0.98,0.921,0.729,80707,108302,1401,57.61,B,50
paid_social,paid_social,cpm,data_analytics_fasttrack,devops+training,text,4,mobile,SG,SG,Singapore,Machine Learning,3,working_professional,<3L,Comparing programs; need scholarship info,32,not_ready,1,1,0,timing,53,0.785,0.453,0.077,8163,9696,911,8.96,C,213
referral,referral,referral,python_fundamentals,python+course,v2,3,desktop,IN,TN,Coimbatore,Data Science,5,student,15L+,Interested if EMI available and recorded sessions,26,finance_options,1,1,1,,69,0.98,0.841,0.511,85309,100019,79,1079.86,B,34
direct,direct,organic,cyber_jumpstart,python+course,v2,7,desktop,IN,DL,Delhi,Cybersecurity,2,freelancer,10–15L,New to field; need beginner-friendly curriculum,10,schedule_conflict,1,1,0,timing,66,0.974,0.795,0.42,48050,62198,69,696.38,B,42
organic_search,organic_search,cpm,fsd_career_switch,data+analytics+certificate,v1,6,desktop,IN,WB,Kolkata,Cloud & DevOps,2,freelancer,6–10L,Interested if EMI available and recorded sessions,14,schedule_conflict,1,0,0,timing,63,0.951,0.728,0.352,44228,50353,256,172.77,B,58
paid_social,paid_social,social,cloud_devops_kickoff,devops+training,longform,2,mobile,IN,TS,Hyderabad,Data Science,1,working_professional,3–6L,Already coding; want advanced projects,58,need_more_info,1,1,1,,40,0.514,0.107,0.041,147436,174895,1581,93.25,C,221
direct,direct,social,data_analytics_fasttrack,data+analytics+certificate,v2,7,mobile,AE,DXB,Dubai,Cloud & DevOps,11,student,<3L,Already coding; want advanced projects,5,schedule_conflict,1,1,0,timing,54,0.806,0.49,0.137,15027,19406,9,1669.67,C,200
influencer,influencer,organic,fsd_career_switch,cybersecurity+program,text,3,mobile,IN,RJ,Jaipur,Full-Stack Development,6,freelancer,NA,Already coding; want advanced projects,15,need_more_info,1,1,0,research_only,56,0.837,0.503,0.139,12043,13276,2298,5.24,B,15
paid_search,paid_search,cpc,cyber_jumpstart,python+course,carousel,7,tablet,US,NY,New York,Python,2,working_professional,3–6L,Looking to switch career in 3–6 months,38,compare_options,1,1,0,competitor,71,0.98,0.854,0.611,36343,41944,1987,18.29,B,34
organic_search,organic_search,social,python_fundamentals,machine+learning+bootcamp,text,8,mobile,US,NY,New York,Data Analytics,4,working_professional,NA,Prefer weekend classes; working full-time,35,compare_options,0,0,0,no_response,63,0.913,0.705,0.338,37701,43568,272,138.61,B,43
paid_search,paid_search,cpm,cloud_devops_kickoff,data+science+course,text,5,mobile,IN,RJ,Jaipur,Cybersecurity,5,student,15L+,Want a job-ready course with placement support,26,fees_high,1,1,0,budget,61,0.94,0.651,0.296,39083,50541,2397,16.3,B,22
direct,direct,organic,data_analytics_fasttrack,data+analytics+certificate,text,2,mobile,AE,DXB,Dubai,Python,5,working_professional,6–10L,Want a job-ready course with placement support,24,need_more_info,1,1,1,,58,0.88,0.564,0.171,24792,27840,76,326.21,B,31
organic_search,organic_search,social,data_analytics_fasttrack,full+stack+developer,v1,8,mobile,IN,WB,Kolkata,Machine Learning,3,freelancer,NA,Comparing programs; need scholarship info,17,schedule_conflict,1,1,0,timing,69,0.98,0.847,0.53,59295,70154,263,225.46,B,53
direct,direct,organic,ds_bootcamp_q3,devops+training,v2,7,tablet,IN,TN,Coimbatore,Full-Stack Development,1,student,<3L,Comparing programs; need scholarship info,8,need_more_info,1,1,1,,70,0.942,0.857,0.588,108129,144943,17,6360.53,B,23
paid_social,paid_social,email,cyber_jumpstart,full+stack+developer,longform,3,mobile,IN,MH,Pune,Python,6,student,15L+,Comparing programs; need scholarship info,25,time_commitment,0,0,0,no_response,48,0.738,0.304,0.069,3973,5231,1423,2.79,C,150
influencer,influencer,cpm,fsd_career_switch,data+science+course,video,3,desktop,IN,DL,Delhi,Cloud & DevOps,7,working_professional,15L+,Already coding; want advanced projects,31,need_more_info,1,0,0,research_only,46,0.672,0.268,0.057,5750,6489,2565,2.24,C,230
direct,direct,cpm,data_analytics_fasttrack,full+stack+developer,longform,2,mobile,US,NY,New York,Cybersecurity,4,working_professional,6–10L,Already coding; want advanced projects,6,schedule_conflict,1,1,1,,60,0.893,0.654,0.23,110619,131762,90,1229.1,B,51
paid_search,paid_search,organic,python_fundamentals,full+stack+developer,video,3,desktop,IN,MH,Mumbai,Cybersecurity,0,working_professional,6–10L,New to field; need beginner-friendly curriculum,22,compare_options,1,1,1,,53,0.797,0.439,0.119,127443,168583,2412,52.84,C,101
organic_search,organic_search,email,ml_advanced,data+science+course,carousel,4,mobile,UK,SCT,Edinburgh,Machine Learning,0,student,<3L,Looking to switch career in 3–6 months,42,compare_options,1,1,0,competitor,58,0.911,0.621,0.193,29349,38585,228,128.72,B,58
email,email,referral,python_fundamentals,python+course,longform,2,desktop,UK,ENG,London,Data Science,0,working_professional,<3L,Want a job-ready course with placement support,65,time_commitment,0,0,0,no_response,38,0.473,0.102,0.032,3556,3970,337,10.55,C,60
affiliate,affiliate,social,python_fundamentals,full+stack+developer,text,4,mobile,IN,TS,Hyderabad,Python,1,working_professional,6–10L,Already coding; want advanced projects,56,compare_options,1,0,0,competitor,57,0.895,0.564,0.19,5187,6267,738,7.03,B,41
paid_search,paid_search,cpm,cyber_jumpstart,devops+training,v1,6,tablet,UK,SCT,Edinburgh,Data Science,0,working_professional,10–15L,Interested if EMI available and recorded sessions,18,need_more_info,1,0,0,research_only,61,0.941,0.651,0.264,21745,24219,1999,10.88,B,50
paid_search,paid_search,email,python_fundamentals,full+stack+developer,text,8,mobile,IN,WB,Kolkata,Machine Learning,0,working_professional,6–10L,Want a job-ready course with placement support,32,compare_options,1,0,0,competitor,64,0.957,0.741,0.377,41788,55870,2370,17.63,B,36
email,email,cpc,cyber_jumpstart,data+science+course,v1,3,mobile,IN,TN,Chennai,Cybersecurity,9,working_professional,3–6L,Prefer weekend classes; working full-time,100,not_interested,0,0,0,no_response,34,0.362,0.088,0.01,1204,1518,462,2.61,C,234
paid_social,paid_social,referral,cloud_devops_kickoff,full+stack+developer,v1,2,mobile,US,TX,Austin,Data Analytics,0,student,3–6L,Interested if EMI available and recorded sessions,75,need_more_info,0,0,0,no_response,50,0.739,0.325,0.098,8395,10139,1182,7.1,C,187
organic_search,organic_search,organic,cloud_devops_kickoff,cybersecurity+program,v2,7,desktop,SG,SG,Singapore,Machine Learning,5,working_professional,NA,Looking to switch career in 3–6 months,36,schedule_conflict,1,1,1,,58,0.859,0.587,0.171,97072,113302,1,97072.0,B,58
paid_search,paid_search,referral,fsd_career_switch,data+science+course,carousel,7,mobile,IN,GJ,Ahmedabad,Cybersecurity,0,student,15L+,New to field; need beginner-friendly curriculum,31,fees_high,1,1,0,budget,66,0.922,0.809,0.446,54479,67925,1745,31.22,B,45
organic_search,organic_search,cpm,cyber_jumpstart,machine+learning+bootcamp,text,7,desktop,UK,ENG,London,Cloud & DevOps,4,working_professional,15L+,Prefer weekend classes; working full-time,22,compare_options,1,1,1,,62,0.948,0.708,0.269,113969,152251,190,599.84,B,45
email,email,referral,ds_bootcamp_q3,data+science+course,video,4,mobile,AE,DXB,Dubai,Python,3,freelancer,<3L,Looking to switch career in 3–6 months,93,not_interested,0,0,0,no_response,47,0.67,0.283,0.031,1021,1273,632,1.62,C,156
paid_social,paid_social,social,cyber_jumpstart,full+stack+developer,carousel,5,mobile,IN,TS,Hyderabad,Machine Learning,1,working_professional,15L+,New to field; need beginner-friendly curriculum,48,need_more_info,1,1,0,research_only,54,0.841,0.493,0.114,16646,19922,901,18.48,C,202
paid_search,paid_search,organic,data_analytics_fasttrack,machine+learning+bootcamp,carousel,7,mobile,IN,GJ,Ahmedabad,Cybersecurity,0,unemployed,<3L,Already coding; want advanced projects,21,fees_high,1,1,1,,64,0.922,0.754,0.335,77796,97993,1530,50.85,B,38
referral,referral,cpc,cloud_devops_kickoff,python+course,v1,5,desktop,IN,RJ,Jaipur,Machine Learning,0,working_professional,NA,Want a job-ready course with placement support,6,fees_high,0,0,0,no_response,65,0.949,0.78,0.367,51222,62213,96,533.56,B,59
paid_social,paid_social,cpc,cyber_jumpstart,python+course,carousel,4,mobile,IN,TS,Hyderabad,Python,8,student,<3L,Looking to switch career in 3–6 months,71,not_ready,1,0,0,timing,50,0.772,0.37,0.046,1603,2124,1028,1.56,C,120
direct,direct,cpm,cyber_jumpstart,python+course,v2,8,mobile,IN,WB,Kolkata,Cybersecurity,0,working_professional,3–6L,Prefer weekend classes; working full-time,5,need_more_info,1,1,1,,60,0.884,0.641,0.266,117145,143207,53,2210.28,B,35
paid_social,paid_social,email,ml_advanced,full+stack+developer,longform,5,mobile,IN,RJ,Jaipur,Full-Stack Development,0,working_professional,6–10L,Comparing programs; need scholarship info,37,time_commitment,1,1,0,timing,45,0.619,0.251,0.04,3948,5189,976,4.05,C,138
email,email,email,ml_advanced,cybersecurity+program,v1,3,mobile,IN,TN,Coimbatore,Python,1,working_professional,<3L,Already coding; want advanced projects,36,not_interested,1,1,0,research_only,43,0.562,0.167,0.042,2213,2875,663,3.34,C,60
organic_search,organic_search,social,python_fundamentals,data+analytics+certificate,v2,9,tablet,AE,DXB,Dubai,Data Analytics,5,working_professional,15L+,Interested if EMI available and recorded sessions,15,schedule_conflict,1,1,1,,63,0.899,0.751,0.33,104465,121488,276,378.5,B,47
organic_search,organic_search,cpm,fsd_career_switch,cybersecurity+program,carousel,4,desktop,IN,WB,Kolkata,Python,5,working_professional,10–15L,Prefer weekend classes; working full-time,45,compare_options,1,0,0,competitor,58,0.911,0.57,0.166,8293,10800,121,68.54,B,36
email,email,organic,ds_bootcamp_q3,data+analytics+certificate,v1,3,mobile,IN,RJ,Jaipur,Cybersecurity,6,working_professional,NA,Looking to switch career in 3–6 months,59,time_commitment,0,0,0,no_response,41,0.532,0.155,0.011,1560,1903,368,4.24,C,115
email,email,social,cloud_devops_kickoff,devops+training,v2,5,mobile,IN,WB,Kolkata,Data Analytics,5,student,<3L,Looking to switch career in 3–6 months,90,not_interested,1,1,0,research_only,46,0.635,0.242,0.02,1976,2424,361,5.47,C,227
organic_search,organic_search,cpm,python_fundamentals,cybersecurity+program,text,3,desktop,IN,TS,Hyderabad,Cloud & DevOps,3,working_professional,3–6L,Want a job-ready course with placement support,45,compare_options,0,0,0,no_response,53,0.818,0.44,0.104,9119,10107,126,72.37,C,196
paid_search,paid_search,cpm,cloud_devops_kickoff,data+science+course,video,7,mobile,IN,DL,Delhi,Cybersecurity,5,student,15L+,Already coding; want advanced projects,19,compare_options,1,1,0,competitor,61,0.937,0.66,0.245,18609,23074,2062,9.02,B,59
referral,referral,cpc,fsd_career_switch,devops+training,v2,6,mobile,IN,TS,Hyderabad,Data Science,0,working_professional,3–6L,Interested if EMI available and recorded sessions,24,fees_high,1,0,0,budget,73,0.961,0.877,0.642,63620,82170,40,1590.5,B,54
email,email,referral,ml_advanced,devops+training,v2,2,desktop,UK,SCT,Edinburgh,Python,0,student,6–10L,Already coding; want advanced projects,109,time_commitment,0,0,0,no_response,37,0.444,0.12,0.029,1208,1587,647,1.87,C,136
organic_search,organic_search,cpc,ml_advanced,devops+training,carousel,5,mobile,UK,SCT,Edinburgh,Cloud & DevOps,6,working_professional,10–15L,Already coding; want advanced projects,18,compare_options,0,0,0,no_response,48,0.719,0.309,0.043,5561,7094,173,32.14,C,81
affiliate,affiliate,email,ds_bootcamp_q3,data+analytics+certificate,v1,5,mobile,IN,MH,Mumbai,Data Science,0,student,NA,Already coding; want advanced projects,68,compare_options,1,1,0,competitor,54,0.809,0.445,0.106,12564,14650,1338,9.39,C,148
direct,direct,referral,ml_advanced,devops+training,carousel,2,mobile,IN,GJ,Ahmedabad,Cloud & DevOps,2,freelancer,10–15L,New to field; need beginner-friendly curriculum,7,need_more_info,1,0,0,research_only,49,0.718,0.348,0.072,9876,13316,87,113.52,C,135
organic_search,organic_search,email,python_fundamentals,cybersecurity+program,longform,6,mobile,IN,GJ,Vadodara,Data Analytics,0,working_professional,3–6L,Want a job-ready course with placement support,41,compare_options,0,0,0,no_response,57,0.896,0.533,0.153,10317,12361,111,92.95,B,26
organic_search,organic_search,email,data_analytics_fasttrack,python+course,v1,8,tablet,US,NY,New York,Full-Stack Development,3,student,6–10L,Interested if EMI available and recorded sessions,17,schedule_conflict,1,1,0,timing,66,0.94,0.791,0.448,47559,56519,61,779.66,B,44
organic_search,organic_search,social,cyber_jumpstart,cybersecurity+program,video,8,desktop,US,WA,Seattle,Data Science,6,student,<3L,Comparing programs; need scholarship info,48,schedule_conflict,1,1,0,timing,71,0.942,0.89,0.615,49394,63633,269,183.62,B,35
referral,referral,social,ml_advanced,devops+training,longform,4,mobile,IN,TN,Coimbatore,Machine Learning,9,student,10–15L,New to field; need beginner-friendly curriculum,14,finance_options,1,1,0,budget,64,0.922,0.774,0.359,40554,49947,31,1308.19,B,26
email,email,social,fsd_career_switch,machine+learning+bootcamp,longform,4,mobile,US,WA,Seattle,Cybersecurity,4,student,NA,New to field; need beginner-friendly curriculum,45,time_commitment,1,0,0,timing,46,0.674,0.25,0.028,2429,2706,644,3.77,C,228
organic_search,organic_search,social,fsd_career_switch,full+stack+developer,longform,5,mobile,SG,SG,Singapore,Python,3,working_professional,<3L,Prefer weekend classes; working full-time,50,compare_options,1,1,0,competitor,51,0.776,0.406,0.057,2352,2844,119,19.76,C,142
organic_search,organic_search,cpc,cloud_devops_kickoff,cybersecurity+program,text,5,desktop,IN,KA,Mysuru,Data Analytics,2,student,10–15L,Looking to switch career in 3–6 months,37,schedule_conflict,1,1,0,timing,53,0.783,0.413,0.093,6930,9340,68,101.91,C,97
referral,referral,cpc,ds_bootcamp_q3,full+stack+developer,video,5,mobile,US,CA,Los Angeles,Data Science,2,working_professional,15L+,Comparing programs; need scholarship info,10,fees_high,1,1,1,,73,0.98,0.926,0.69,90088,112658,92,979.22,B,28
paid_search,paid_search,social,python_fundamentals,machine+learning+bootcamp,longform,9,mobile,IN,RJ,Jaipur,Data Analytics,0,unemployed,6–10L,New to field; need beginner-friendly curriculum,15,need_more_info,1,1,1,,63,0.902,0.741,0.302,99872,116964,2246,44.47,B,31
referral,referral,organic,cloud_devops_kickoff,data+analytics+certificate,longform,6,tablet,IN,RJ,Jaipur,Data Analytics,8,working_professional,NA,Already coding; want advanced projects,6,finance_options,1,1,1,,70,0.967,0.861,0.573,99901,131312,35,2854.31,B,49
direct,direct,cpm,data_analytics_fasttrack,full+stack+developer,video,2,mobile,IN,KA,Mysuru,Machine Learning,2,unemployed,15L+,New to field; need beginner-friendly curriculum,24,need_more_info,1,1,0,research_only,56,0.831,0.541,0.141,13863,17748,29,478.03,B,19
email,email,social,fsd_career_switch,data+science+course,v2,5,mobile,US,TX,Austin,Data Science,2,working_professional,15L+,Already coding; want advanced projects,50,not_interested,0,0,0,no_response,48,0.687,0.305,0.055,5012,5781,239,20.97,C,203
paid_social,paid_social,email,python_fundamentals,devops+training,longform,5,desktop,US,TX,Austin,Data Analytics,3,working_professional,3–6L,Comparing programs; need scholarship info,29,not_ready,1,1,0,timing,57,0.888,0.539,0.173,12278,15500,875,14.03,B,24
influencer,influencer,social,python_fundamentals,data+analytics+certificate,longform,1,mobile,IN,TS,Hyderabad,Machine Learning,2,working_professional,3–6L,Want a job-ready course with placement support,43,authenticity,1,1,0,competitor,47,0.707,0.284,0.024,3425,4295,1863,1.84,C,87
paid_search,paid_search,organic,ds_bootcamp_q3,cybersecurity+program,carousel,4,mobile,IN,GJ,Vadodara,Machine Learning,7,working_professional,6–10L,Looking to switch career in 3–6 months,44,compare_options,1,1,0,competitor,63,0.9,0.709,0.32,29987,33160,2322,12.91,B,57
email,email,cpc,cyber_jumpstart,python+course,video,1,mobile,SG,SG,Singapore,Python,8,student,<3L,Prefer weekend classes; working full-time,108,time_commitment,0,0,0,no_response,40,0.52,0.145,0.021,935,1209,299,3.13,C,177
paid_social,paid_social,referral,cyber_jumpstart,full+stack+developer,carousel,5,mobile,IN,RJ,Jaipur,Cloud & DevOps,1,working_professional,15L+,Comparing programs; need scholarship info,24,need_more_info,1,0,0,research_only,60,0.928,0.655,0.213,22607,28930,1372,16.48,B,55
affiliate,affiliate,email,cloud_devops_kickoff,cybersecurity+program,video,3,mobile,SG,SG,Singapore,Cybersecurity,0,working_professional,6–10L,Comparing programs; need scholarship info,40,fees_high,1,1,1,,44,0.594,0.189,0.056,107487,120216,1274,84.37,C,184
paid_search,paid_search,cpc,data_analytics_fasttrack,data+analytics+certificate,longform,3,mobile,UK,SCT,Edinburgh,Full-Stack Development,5,student,3–6L,Comparing programs; need scholarship info,30,compare_options,1,1,0,competitor,62,0.915,0.725,0.292,21732,26115,1910,11.38,B,17
paid_search,paid_search,social,cloud_devops_kickoff,python+course,text,5,mobile,IN,DL,Delhi,Cloud & DevOps,3,student,10–15L,Comparing programs; need scholarship info,26,compare_options,1,1,0,competitor,65,0.965,0.774,0.411,39120,43774,2497,15.67,B,15
organic_search,organic_search,organic,ml_advanced,cybersecurity+program,text,7,mobile,IN,KA,Mysuru,Python,4,unemployed,3–6L,Looking to switch career in 3–6 months,41,schedule_conflict,1,1,1,,68,0.971,0.839,0.484,20448,26089,221,92.52,B,18
influencer,influencer,cpc,data_analytics_fasttrack,devops+training,v1,2,mobile,IN,KA,Mysuru,Data Science,3,student,<3L,Comparing programs; need scholarship info,57,authenticity,1,1,1,,51,0.769,0.35,0.094,101677,114391,1030,98.72,C,227
referral,referral,referral,data_analytics_fasttrack,data+science+course,v2,3,desktop,IN,TS,Hyderabad,Cybersecurity,0,student,<3L,Interested if EMI available and recorded sessions,10,fees_high,1,0,0,budget,62,0.891,0.695,0.297,34932,42731,35,998.06,B,26
paid_social,paid_social,cpm,fsd_career_switch,cybersecurity+program,carousel,1,tablet,UK,SCT,Edinburgh,Python,6,working_professional,3–6L,Prefer weekend classes; working full-time,59,not_ready,0,0,0,no_response,40,0.499,0.13,0.01,585,698,1739,0.34,C,237
influencer,influencer,social,cloud_devops_kickoff,data+science+course,carousel,2,mobile,IN,TN,Chennai,Python,3,student,<3L,Prefer weekend classes; working full-time,34,need_more_info,1,0,0,research_only,40,0.474,0.133,0.021,1089,1267,2377,0.46,C,157
direct,direct,cpm,ml_advanced,full+stack+developer,carousel,4,mobile,IN,KA,Bengaluru,Data Science,4,working_professional,<3L,New to field; need beginner-friendly curriculum,20,schedule_conflict,1,0,0,timing,54,0.824,0.462,0.148,20786,24291,4,5196.5,C,115
direct,direct,referral,data_analytics_fasttrack,devops+training,text,2,mobile,IN,TN,Chennai,Data Analytics,4,working_professional,6–10L,Looking to switch career in 3–6 months,17,schedule_conflict,1,1,0,timing,56,0.855,0.51,0.155,18124,20017,66,274.61,B,36
paid_social,paid_social,cpm,ml_advanced,data+analytics+certificate,v2,3,mobile,IN,WB,Kolkata,Cybersecurity,0,working_professional,6–10L,Comparing programs; need scholarship info,57,not_ready,1,1,0,timing,43,0.606,0.198,0.024,1987,2522,1445,1.38,C,205
organic_search,organic_search,social,fsd_career_switch,cybersecurity+program,longform,6,desktop,IN,WB,Kolkata,Data Science,1,unemployed,10–15L,New to field; need beginner-friendly curriculum,16,schedule_conflict,1,1,0,timing,64,0.933,0.756,0.357,52213,69644,219,238.42,B,30
paid_social,paid_social,cpm,ml_advanced,data+analytics+certificate,v1,3,mobile,AE,DXB,Dubai,Data Science,7,student,<3L,Comparing programs; need scholarship info,79,time_commitment,0,0,0,no_response,42,0.548,0.188,0.044,5429,6984,1598,3.4,C,190
paid_search,paid_search,email,cloud_devops_kickoff,python+course,video,5,mobile,IN,TN,Chennai,Cybersecurity,1,student,10–15L,Already coding; want advanced projects,40,need_more_info,1,0,0,research_only,66,0.921,0.777,0.442,40689,51804,1939,20.98,B,22
paid_search,paid_search,cpc,python_fundamentals,devops+training,longform,10,mobile,IN,MH,Mumbai,Data Analytics,1,working_professional,<3L,Looking to switch career in 3–6 months,25,fees_high,1,0,0,budget,74,0.98,0.944,0.718,70336,79912,2229,31.55,B,26
affiliate,affiliate,cpc,python_fundamentals,full+stack+developer,carousel,6,tablet,IN,KA,Mysuru,Machine Learning,5,working_professional,6–10L,Want a job-ready course with placement support,39,fees_high,0,0,0,no_response,59,0.918,0.651,0.213,28037,31893,807,34.74,B,36
paid_search,paid_search,referral,python_fundamentals,devops+training,longform,9,mobile,UK,SCT,Edinburgh,Data Analytics,0,working_professional,<3L,Already coding; want advanced projects,27,compare_options,1,1,1,,56,0.85,0.56,0.141,83101,111767,2342,35.48,B,28
direct,direct,cpm,cyber_jumpstart,machine+learning+bootcamp,v2,7,mobile,IN,TN,Chennai,Cloud & DevOps,5,student,6–10L,Looking to switch career in 3–6 months,11,need_more_info,1,1,0,research_only,60,0.92,0.668,0.239,30044,33192,66,455.21,B,48
paid_search,paid_search,referral,fsd_career_switch,devops+training,carousel,5,desktop,IN,MH,Mumbai,Data Science,3,working_professional,15L+,New to field; need beginner-friendly curriculum,29,compare_options,1,1,1,,79,0.965,0.945,0.855,141818,187892,1566,90.56,A,12
organic_search,organic_search,cpm,ml_advanced,devops+training,v1,4,mobile,US,NY,New York,Cybersecurity,5,student,15L+,Already coding; want advanced projects,13,compare_options,1,1,0,competitor,57,0.856,0.586,0.166,13709,16740,91,150.65,B,25
direct,direct,social,python_fundamentals,python+course,text,6,mobile,SG,SG,Singapore,Cybersecurity,1,unemployed,6–10L,Comparing programs; need scholarship info,8,schedule_conflict,1,1,0,timing,57,0.871,0.57,0.144,17165,22837,13,1320.38,B,42
direct,direct,organic,cloud_devops_kickoff,machine+learning+bootcamp,v2,3,mobile,IN,GJ,Ahmedabad,Data Analytics,5,student,6–10L,New to field; need beginner-friendly curriculum,21,schedule_conflict,1,1,0,timing,59,0.878,0.624,0.24,16311,20612,76,214.62,B,21
influencer,influencer,cpm,cyber_jumpstart,data+analytics+certificate,longform,4,mobile,IN,TN,Coimbatore,Full-Stack Development,5,working_professional,6–10L,New to field; need beginner-friendly curriculum,51,need_more_info,0,0,0,no_response,50,0.78,0.375,0.062,5485,6599,1367,4.01,C,78
organic_search,organic_search,social,data_analytics_fasttrack,machine+learning+bootcamp,carousel,6,desktop,US,NY,New York,Cybersecurity,0,student,6–10L,Want a job-ready course with placement support,17,schedule_conflict,1,0,0,timing,52,0.77,0.427,0.086,11796,15804,298,39.58,C,206
paid_search,paid_search,social,cyber_jumpstart,machine+learning+bootcamp,v2,6,mobile,IN,TN,Coimbatore,Cybersecurity,3,student,15L+,Comparing programs; need scholarship info,36,fees_high,0,0,0,no_response,61,0.913,0.655,0.24,33402,43654,2099,15.91,B,53
organic_search,organic_search,email,python_fundamentals,data+analytics+certificate,v2,8,mobile,US,TX,Austin,Python,0,student,<3L,Comparing programs; need scholarship info,10,schedule_conflict,1,1,1,,60,0.874,0.672,0.234,52504,60828,125,420.03,B,16
paid_search,paid_search,cpc,cyber_jumpstart,cybersecurity+program,longform,3,desktop,IN,KA,Mysuru,Data Analytics,4,student,10–15L,New to field; need beginner-friendly curriculum,27,compare_options,1,1,0,competitor,55,0.866,0.511,0.138,12681,15443,1829,6.93,B,44
organic_search,organic_search,social,ds_bootcamp_q3,python+course,text,7,mobile,AE,AUH,Abu Dhabi,Data Analytics,0,working_professional,15L+,Comparing programs; need scholarship info,19,compare_options,1,0,0,competitor,47,0.683,0.255,0.053,3805,4732,262,14.52,C,235
email,email,referral,ml_advanced,devops+training,v2,1,desktop,IN,WB,Kolkata,Python,3,freelancer,NA,Interested if EMI available and recorded sessions,106,not_interested,0,0,0,no_response,45,0.617,0.241,0.03,1345,1510,301,4.47,C,167
referral,referral,email,ds_bootcamp_q3,python+course,v2,4,desktop,IN,WB,Kolkata,Cloud & DevOps,8,student,6–10L,Prefer weekend classes; working full-time,30,fees_high,1,1,0,budget,66,0.96,0.772,0.459,48910,63904,132,370.53,B,39
email,email,social,cyber_jumpstart,cybersecurity+program,v2,5,mobile,IN,TS,Hyderabad,Data Analytics,7,working_professional,NA,Want a job-ready course with placement support,73,not_interested,1,1,0,research_only,50,0.782,0.349,0.081,4920,5755,629,7.82,C,133
referral,referral,social,ml_advanced,cybersecurity+program,carousel,6,mobile,IN,WB,Kolkata,Full-Stack Development,0,student,6–10L,Comparing programs; need scholarship info,23,finance_options,1,1,0,budget,64,0.953,0.785,0.332,28717,37267,132,217.55,B,55
paid_search,paid_search,cpm,python_fundamentals,data+analytics+certificate,video,10,mobile,IN,KA,Mysuru,Data Analytics,2,unemployed,15L+,Already coding; want advanced projects,42,compare_options,1,1,1,,75,0.98,0.898,0.722,110866,124479,1712,64.76,A,5
